coordinates,publication,filename,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-31.99, 56.1633, -2295]",PalMod1_0_1,GIK17051_3.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-31.99, 56.1633, -2295]",PalMod1_0_1,GIK17051_3.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-31.99, 56.1633, -2295]",PalMod1_0_1,GIK17051_3.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-31.99, 56.1633, -2295]",PalMod1_0_1,GIK17051_3.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-31.99, 56.1633, -2295]",PalMod1_0_1,GIK17051_3.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-31.99, 56.1633, -2295]",PalMod1_0_1,GIK17051_3.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,C_kullenbergi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,C_kullenbergi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,Cibicidoides_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,Cibicidoides_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,UK37,Uk37,NA,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,G_ruber_w_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,G_ruber_w_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,G_crassaf_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,DBD_g_cm3,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[117.3833, 20.1167, -1727]",PalMod1_0_1,GIK17940_2.lpd,marine sediment,measured,merged benthic d18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[112.3317, 8.5067, -1795]",PalMod1_0_1,GIK17961_2.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[112.3317, 8.5067, -1795]",PalMod1_0_1,GIK17961_2.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[112.3317, 8.5067, -1795]",PalMod1_0_1,GIK17961_2.lpd,marine sediment,measured,UK37,Uk37,NA,NA,NA,NA,NA,NA
"[112.3317, 8.5067, -1795]",PalMod1_0_1,GIK17961_2.lpd,marine sediment,measured,G_ruber_w_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[112.3317, 8.5067, -1795]",PalMod1_0_1,GIK17961_2.lpd,marine sediment,measured,G_ruber_w_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[129.983, -9.3665, -485]",PalMod1_0_1,GIK18471_1.lpd,marine sediment,measured,H_elegans_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[129.983, -9.3665, -485]",PalMod1_0_1,GIK18471_1.lpd,marine sediment,measured,H_elegans_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[129.983, -9.3665, -485]",PalMod1_0_1,GIK18471_1.lpd,marine sediment,measured,Uvigerina_spp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[129.983, -9.3665, -485]",PalMod1_0_1,GIK18471_1.lpd,marine sediment,measured,G_ruber_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[129.983, -9.3665, -485]",PalMod1_0_1,GIK18471_1.lpd,marine sediment,measured,G_ruber_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,UK37,Uk37,NA,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,C37:2+3+4m [ng/g],37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
"[13.9685, 74.9981, -1768]",PalMod1_0_1,GIK23258_2.lpd,marine sediment,measured,TOC [%],Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[13.9666, 74.9953, -1781]",PalMod1_0_1,GIK23258_3.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[13.9666, 74.9953, -1781]",PalMod1_0_1,GIK23258_3.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[13.9666, 74.9953, -1781]",PalMod1_0_1,GIK23258_3.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[13.9666, 74.9953, -1781]",PalMod1_0_1,GIK23258_3.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-19.145, 53.1783, -2472]",PalMod1_0_1,GIK23415_9.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-19.145, 53.1783, -2472]",PalMod1_0_1,GIK23415_9.lpd,marine sediment,measured,G_bulloides_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-19.145, 53.1783, -2472]",PalMod1_0_1,GIK23415_9.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-19.145, 53.1783, -2472]",PalMod1_0_1,GIK23415_9.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-19.145, 53.1783, -2472]",PalMod1_0_1,GIK23415_9.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-19.145, 53.1783, -2472]",PalMod1_0_1,GIK23415_9.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-29.5958, 64.7973, -1893]",PalMod1_0_1,GIK23519_5.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-29.5958, 64.7973, -1893]",PalMod1_0_1,GIK23519_5.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-29.5958, 64.7973, -1893]",PalMod1_0_1,GIK23519_5.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-29.5958, 64.7973, -1893]",PalMod1_0_1,GIK23519_5.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,d13Ccibid,D13C,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,d13Cg_rub,D13C,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,d13Cn_umbon,D18O,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,d18Ocibid,D18O,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,d18Og_rub,D18O,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,d18On_umbon,D13C,permil PDB,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,dbd,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[-57.6307, 33.884, -4583]",PalMod1_0_1,GPC_5.lpd,marine sediment,measured,ird_g,Ice-Rafted Debris,no/g,NA,NA,NA,NA,NA
"[177.4392, -36.9225, -2045]",PalMod1_0_1,H214.lpd,marine sediment,measured,d13Ccibid,D13C,permil PDB,NA,NA,NA,NA,NA
"[177.4392, -36.9225, -2045]",PalMod1_0_1,H214.lpd,marine sediment,measured,d18Ocibid,D18O,permil PDB,NA,NA,NA,NA,NA
"[177.4392, -36.9225, -2045]",PalMod1_0_1,H214.lpd,marine sediment,measured,d13Cg_bull,D13C,permil PDB,NA,NA,NA,NA,NA
"[177.4392, -36.9225, -2045]",PalMod1_0_1,H214.lpd,marine sediment,measured,d13Cg_rub,D13C,permil PDB,NA,NA,NA,NA,NA
"[177.4392, -36.9225, -2045]",PalMod1_0_1,H214.lpd,marine sediment,measured,d18Og_bull,D18O,permil PDB,NA,NA,NA,NA,NA
"[177.4392, -36.9225, -2045]",PalMod1_0_1,H214.lpd,marine sediment,measured,d18Og_rub,D18O,permil PDB,NA,NA,NA,NA,NA
"[-178.6988, 53.933, -2209]",PalMod1_0_1,HLY02_02_17.lpd,marine sediment,measured,bSiO2_percent,Biogenic Silica,percent,NA,NA,NA,NA,NA
"[-178.6988, 53.933, -2209]",PalMod1_0_1,HLY02_02_17.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[-178.6988, 53.933, -2209]",PalMod1_0_1,HLY02_02_17.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-178.6988, 53.933, -2209]",PalMod1_0_1,HLY02_02_17.lpd,marine sediment,measured,Uvigerina_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-45.688, 50.208, -3448]",PalMod1_0_1,HU91_045_093.lpd,marine sediment,measured,G_bulloides_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-45.688, 50.208, -3448]",PalMod1_0_1,HU91_045_093.lpd,marine sediment,measured,G_bulloides_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-45.688, 50.208, -3448]",PalMod1_0_1,HU91_045_093.lpd,marine sediment,measured,d18O_benthic,D18O,permil PDB,NA,NA,NA,NA,NA
"[-31.8422, 37.5783, -2690]",PalMod1_0_1,KF13.lpd,marine sediment,measured,G_ruber_w_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-31.8422, 37.5783, -2690]",PalMod1_0_1,KF13.lpd,marine sediment,measured,G_ruber_w_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-31.8422, 37.5783, -2690]",PalMod1_0_1,KF13.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-31.8422, 37.5783, -2690]",PalMod1_0_1,KF13.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-31.8422, 37.5783, -2690]",PalMod1_0_1,KF13.lpd,marine sediment,measured,CaCO3,Caco3,percent,NA,NA,NA,NA,NA
"[-31.8422, 37.5783, -2690]",PalMod1_0_1,KF13.lpd,marine sediment,measured,TOC,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[143.3667, 38.8833, -2353]",PalMod1_0_1,KH94_3_LM_8.lpd,marine sediment,measured,d13Cg_bull,D13C,permil PDB,NA,NA,NA,NA,NA
"[143.3667, 38.8833, -2353]",PalMod1_0_1,KH94_3_LM_8.lpd,marine sediment,measured,d13Cu_sent,D13C,permil PDB,NA,NA,NA,NA,NA
"[143.3667, 38.8833, -2353]",PalMod1_0_1,KH94_3_LM_8.lpd,marine sediment,measured,d18Og_bull,D18O,permil PDB,NA,NA,NA,NA,NA
"[143.3667, 38.8833, -2353]",PalMod1_0_1,KH94_3_LM_8.lpd,marine sediment,measured,d18Ou_sent,D18O,permil PDB,NA,NA,NA,NA,NA
"[-43.487, 4.337, -2816]",PalMod1_0_1,KNR110_82.lpd,marine sediment,measured,C_wuellerstorfi_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-43.487, 4.337, -2816]",PalMod1_0_1,KNR110_82.lpd,marine sediment,measured,C_wuellerstorfi_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-43.487, 4.337, -2816]",PalMod1_0_1,KNR110_82.lpd,marine sediment,measured,G_sacculifer_d18O,D18O,permil PDB,NA,NA,NA,NA,NA
"[-43.487, 4.337, -2816]",PalMod1_0_1,KNR110_82.lpd,marine sediment,measured,G_sacculifer_d13C,D13C,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,d13Ccibid,D13C,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,d18Ocibid,D18O,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,d13Cc_pachy,D13C,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,d18Oc_pachy,D18O,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,Foram_bent_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,Foram_bent_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,d18OcarbPDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-46.4703, -27.2848, -1268]",PalMod1_0_1,KNR159_36.lpd,marine sediment,measured,Mg_Ca_g_rub_w,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[-83.3378, 24.3844, -446]",PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-83.3378, 24.3844, -446]",PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-83.3378, 24.3844, -446]",PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,P_ariminensis_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-83.3378, 24.3844, -446]",PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,P_ariminensis_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-83.3378, 24.3844, -446]",PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,G_sacculifer_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-83.3378, 24.3844, -446]",PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,G_sacculifer_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2294, 24.5639, -304]",PalMod1_0_1,KNR166_2_105.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2294, 24.5639, -304]",PalMod1_0_1,KNR166_2_105.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2357, 24.5628, -354]",PalMod1_0_1,KNR166_2_106.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2357, 24.5628, -354]",PalMod1_0_1,KNR166_2_106.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2369, 24.6412, -402]",PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2369, 24.6412, -402]",PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2369, 24.6412, -402]",PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,Cibicidoides_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2369, 24.6412, -402]",PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,Cibicidoides_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2687, 24.5905, -529]",PalMod1_0_1,KNR166_2_119.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2687, 24.5905, -529]",PalMod1_0_1,KNR166_2_119.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2657, 24.7638, -631]",PalMod1_0_1,KNR166_2_127.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2657, 24.7638, -631]",PalMod1_0_1,KNR166_2_127.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-79.2187, 24.8358, -446]",PalMod1_0_1,KNR166_2_135.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-79.2187, 24.8358, -446]",PalMod1_0_1,KNR166_2_135.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-83.3387, 24.3842, -446]",PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-83.3387, 24.3842, -446]",PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-83.3387, 24.3842, -446]",PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,G_sacculifer_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-83.3387, 24.3842, -446]",PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,G_sacculifer_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-83.219, 24.4117, -198]",PalMod1_0_1,KNR166_2_51.lpd,marine sediment,measured,C_pachyderma_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-83.219, 24.4117, -198]",PalMod1_0_1,KNR166_2_51.lpd,marine sediment,measured,C_pachyderma_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[144.3167, 42.45, -1083]",PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,d13Ce_bat,D13C,permil PDB,NA,NA,NA,NA,NA
"[144.3167, 42.45, -1083]",PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,d18Oe_bat,D18O,permil PDB,NA,NA,NA,NA,NA
"[144.3167, 42.45, -1083]",PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,d13Cg_bull,D13C,permil PDB,NA,NA,NA,NA,NA
"[144.3167, 42.45, -1083]",PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,d18Og_bull,D18O,permil PDB,NA,NA,NA,NA,NA
"[144.3167, 42.45, -1083]",PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,d13Cu_akita,D13C,permil PDB,NA,NA,NA,NA,NA
"[144.3167, 42.45, -1083]",PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,d18Ou_akita,D18O,permil PDB,NA,NA,NA,NA,NA
"[143.5167, 41.1167, -2098]",PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,d13Ce_bat,D13C,permil PDB,NA,NA,NA,NA,NA
"[143.5167, 41.1167, -2098]",PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,d18Oe_bat,D18O,permil PDB,NA,NA,NA,NA,NA
"[143.5167, 41.1167, -2098]",PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,d13Cg_bull,D13C,permil PDB,NA,NA,NA,NA,NA
"[143.5167, 41.1167, -2098]",PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,d18Og_bull,D18O,permil PDB,NA,NA,NA,NA,NA
"[143.5167, 41.1167, -2098]",PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,d13Cu_akita,D13C,permil PDB,NA,NA,NA,NA,NA
"[143.5167, 41.1167, -2098]",PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,d18Ou_akita,D18O,permil PDB,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,d18O_per_mil,D18O,permil PDB,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,N_pachyderma_s_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,DBD_g_cm3,Dry Bulk Density,g/cm3,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,bSiO2_percent,Biogenic Silica,percent,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,TOC_percent,Total Organic Carbon,percent,NA,NA,NA,NA,NA
"[150.9854, 51.7148, -1041]",PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,U_auberiana_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,U_auberiana_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,U_peregrina_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,U_peregrina_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,UK'37,Uk37,NA,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,N_pachyderma_s_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,N_pachyderma_Mg_Ca_mmol_mol,Mg/Ca,mmol/mol,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,CaCO3_percent,Caco3,percent,NA,NA,NA,NA,NA
"[152.8779, 49.3757, -1762]",PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,bSiO2 [%],Biogenic Silica,percent,NA,NA,NA,NA,NA
"[-61.2437, 12.0897, -1299]",PalMod1_0_1,M35003_4.lpd,marine sediment,measured,Cibicidoides_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-61.2437, 12.0897, -1299]",PalMod1_0_1,M35003_4.lpd,marine sediment,measured,Cibicidoides_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-61.2437, 12.0897, -1299]",PalMod1_0_1,M35003_4.lpd,marine sediment,measured,Uvigerina_sp_d13C_per_mil_PDB,D13C,permil PDB,NA,NA,NA,NA,NA
"[-61.2437, 12.0897, -1299]",PalMod1_0_1,M35003_4.lpd,marine sediment,measured,Uvigerina_sp_d18O_per_mil_PDB,D18O,permil PDB,NA,NA,NA,NA,NA
"[-61.2437, 12.0897, -1299]",PalMod1_0_1,M35003_4.lpd,marine sediment,measured,37_2conc,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
